INAME,CPARTNO,CDRGNO,ICODE,IQTYIN,NAME,STAGE,VCHNUM,VCHDATE,ENT_BY,TYPE,ENT_DT,WOLINK,,
FG- VE SH S1 4500A 3P4W+50%E .7X.7M_DB72505CLDGAGX,DB72505CLDGAGX,-,90214303,4,PDI-FGS,69,000104,11/02/2024,LER,50,11/02/2024,,,
FG- FD SH 800A 3P4W 2.55M_DB72112ACC255X,DB72112ACC255X,-,90214315,2,PDI-FGS,69,000104,11/02/2024,LER,50,11/02/2024,,,
FG- VTE TH1 3P4W 1.5M_DB72181EXC150X,DB72181EXC150X,-,90213734,1,PDI-FGS,69,000104,11/02/2024,LER,50,11/02/2024,,,
PIF_PIH COVER_DB72226PXCXXXX_FAB.,DB72226PXCXXXX,-,90210499,28,PDI-FGS,69,000104,11/02/2024,LER,50,11/02/2024,,,
FG- RD TH2 4000A 3P4W .7X.7M 2500A_DB72243LKCGGHX,DB72243LKCGGHX,-,90213731,2,PDI-FGS,69,000104,11/02/2024,LER,50,11/02/2024,,,
FG_SUPPORT PLATE_DB72005XKCXXXD,DB72005XKCXXXD,-,90200335,1,PDI-FGS,69,000104,11/02/2024,LER,50,11/02/2024,,,
FG-CLAMP FOR SPRING HANGE_45216-209-01-N,45216-209-01-N,-,91222731,251,PDI-FGS,69,000102,09/02/2024,SPT,50,09/02/2024,,,
FG-  FD_DS T/H 2 _  DB72114AXC260X _L2350_FAB,DB72114AXC260X,-,90211384,6,PDI-FGS,69,000101,08/02/2024,SPT,50,08/02/2024,,,
FG_SIDE HOUSING-2 HE_DB72124BHCCACX,DB72124BHCCACX,-,90200122,3,PDI-FGS,69,000101,08/02/2024,SPT,50,08/02/2024,,,
FG-TOP HOUSING PIF_DB72221PXC275X,DB72221PXC275X,-,90211764,6,PDI-FGS,69,000101,08/02/2024,SPT,50,08/02/2024,,,
FG-DS FD TH-2 3P4W+50%PE 2.8M_DB72114AXJ280X,DB72114AXJ280X,-,90214196,2,PDI-FGS,69,000101,08/02/2024,SPT,50,08/02/2024,,,
FG- FE SH 2500A 3P4W .35M_DB72102MHC035D,DB72102MHC035D,-,90212212,18,PDI-FGS,69,000101,08/02/2024,SPT,50,08/02/2024,,,
FG-TOP HOUSING -1 PIF_DB72221PXC2752,DB72221PXC2752,-,90212466,6,PDI-FGS,69,000101,08/02/2024,SPT,50,08/02/2024,,,
FG- FE SH 2000A 3P4W .25M_DB72102MGJ025D,DB72102MGJ025D,-,90213658,36,PDI-FGS,69,000101,08/02/2024,SPT,50,08/02/2024,,,
FG- DS FD ASY 3P4W+50%E 2M 1P_DB72114AXJ200X,DB72114AXJ200X,-,90213718,4,PDI-FGS,69,000101,08/02/2024,SPT,50,08/02/2024,,,
FG-   HE T/BH 3P4W .5X.5M,DB72121BXCCACX,-,90010052,2,PDI-FGS,69,000101,08/02/2024,SPT,50,08/02/2024,,,
FG-  FD_DS T/H 1 _  DB72113AXC260X _L2350_FAB,DB72113AXC260X,-,90211383,6,PDI-FGS,69,000101,08/02/2024,SPT,50,08/02/2024,,,
FG-CER TH1 S3 6300A 3P4W .75X.75X.5M_DB72630INCHHCX,DB72630INCHHCX,-,90214205,1,PDI-FGS,69,000101,08/02/2024,SPT,50,08/02/2024,,,
FG-DS FD TH-2 3P4W+50%PE 2.2M_DB72114AXJ220X,DB72114AXJ220X,-,90214254,2,PDI-FGS,69,000101,08/02/2024,SPT,50,08/02/2024,,,
FG- DS FD TH-1 3P4W+50%PE .8M_DB72113AXJ080X,DB72113AXJ080X,-,90213634,4,PDI-FGS,69,000101,08/02/2024,SPT,50,08/02/2024,,,
FG- DS FE TH-2 3P4W+50%PE .3M_DB72104MXJ030X,DB72104MXJ030X,-,90213665,12,PDI-FGS,69,000101,08/02/2024,SPT,50,08/02/2024,,,
FG- FD T/BH 3P4W+50%PE 1.95M_DB72111AXJ195X,DB72111AXJ195X,-,90213708,2,PDI-FGS,69,000101,08/02/2024,SPT,50,08/02/2024,,,
FG-FD SH 2000A 3P4W+50%PE 2.4M_DB72112AGJ240X,DB72112AGJ240X,-,90214191,6,PDI-FGS,69,000101,08/02/2024,SPT,50,08/02/2024,,,
FG-CER SH1 S3 6300A 3P4W .75X.75X.5M_DB72624INCHHCX,DB72624INCHHCX,-,90214199,1,PDI-FGS,69,000101,08/02/2024,SPT,50,08/02/2024,,,
FG-FD T/BH 3P4W+50%PE 2.05M_DB72111AXJ205X,DB72111AXJ205X,-,90214237,2,PDI-FGS,69,000101,08/02/2024,SPT,50,08/02/2024,,,
FG- DS FD TH-2 3P4W+50%PE 1.95M_DB72114AXJ195X,DB72114AXJ195X,-,90213717,2,PDI-FGS,69,000101,08/02/2024,SPT,50,08/02/2024,,,
PIF_PIH COVER_DB72226PXCXXXX_FAB.,DB72226PXCXXXX,-,90210499,102,PDI-FGS,69,000101,08/02/2024,SPT,50,08/02/2024,,,
FG -HEFE SH-2 2500A 3P4W .5X.5M_DB72194NHCCACD,DB72194NHCCACD,-,90212846,3,PDI-FGS,69,000101,08/02/2024,SPT,50,08/02/2024,,,
FG- HE TH-2 3P4W+50%PE .5X.5M_DB72125BXJCACX,DB72125BXJCACX,-,90213681,20,PDI-FGS,69,000101,08/02/2024,SPT,50,08/02/2024,,,
FG- FD T/BH 3P4W+50%E 2.4M_DB72111AXJ240X,DB72111AXJ240X,-,90213541,2,PDI-FGS,69,000101,08/02/2024,SPT,50,08/02/2024,,,
FG-   FE T/BH 3P4W .3M,DB72101MXC030X,-,90010046,12,PDI-FGS,69,000101,08/02/2024,SPT,50,08/02/2024,,,
FG-FD T/BH 3P4W+50%E 2.6M_DB72111AXJ260X,DB72111AXJ260X,-,90214239,4,PDI-FGS,69,000101,08/02/2024,SPT,50,08/02/2024,,,
FG- FD SH 2000A 3P4W+50%PE 2.45M_DB72112AGJ245X,DB72112AGJ245X,-,90213629,6,PDI-FGS,69,000101,08/02/2024,SPT,50,08/02/2024,,,
FG- FD SH 2000A 3P4W+50%PE 2M_DB72112AGJ200X,DB72112AGJ200X,-,90213712,12,PDI-FGS,69,000101,08/02/2024,SPT,50,08/02/2024,,,
FG- DS FD TH-1 3P4W+50%PE 2M_DB72113AXJ200X,DB72113AXJ200X,-,90213715,4,PDI-FGS,69,000101,08/02/2024,SPT,50,08/02/2024,,,
FG-SIDE HOUSING ASSLY PIF_DB92201PAC3001,DB92201PAC3001,-,90212473,8,PDI-FGS,69,000101,08/02/2024,SPT,50,08/02/2024,,,
FG-CER SH2 S1 6300A 3P4W .75X.75X.5M_DB72626INCHHCX,DB72626INCHHCX,-,90214201,1,PDI-FGS,69,000101,08/02/2024,SPT,50,08/02/2024,,,
FG-FD T/BH 3P4W+50%E 1.35M_DB72111AXJ135X,DB72111AXJ135X,-,90214235,12,PDI-FGS,69,000101,08/02/2024,SPT,50,08/02/2024,,,
FG-FD T/BH 3P4W+50%PE 2.2M_DB72111AXJ220X,DB72111AXJ220X,-,90214238,2,PDI-FGS,69,000101,08/02/2024,SPT,50,08/02/2024,,,
FG-DS FD TH-1 3P4W+50%PE 1.35M_DB72113AXJ135X,DB72113AXJ135X,-,90214246,12,PDI-FGS,69,000101,08/02/2024,SPT,50,08/02/2024,,,
FG- FD T/BH 3P4W+50%E .75M_DB72111AXJ075X,DB72111AXJ075X,-,90213534,2,PDI-FGS,69,000101,08/02/2024,SPT,50,08/02/2024,,,
FG_TOP HOUSING -1 HE_DB72121BXCEACX,DB72121BXCEACX,-,90200279,1,PDI-FGS,69,000101,08/02/2024,SPT,50,08/02/2024,,,
FG-SIDE HOUSING ASSLY PIF_DB92201PBC2752,DB92201PBC2752,-,90214187,4,PDI-FGS,69,000101,08/02/2024,SPT,50,08/02/2024,,,
FG-CER SH2 S2 6300A 3P4W .75X.75X.5M_DB72625INCHHCX,DB72625INCHHCX,-,90214200,1,PDI-FGS,69,000101,08/02/2024,SPT,50,08/02/2024,,,
FG-HEFE TH-1 3P4W .5X.75M_DB72191NXCCAHX,DB72191NXCCAHX,-,90214211,1,PDI-FGS,69,000101,08/02/2024,SPT,50,08/02/2024,,,
FG-CEL TH2 S3 5000A 3P4W+50%PE .65X.65X.3M_DB72612JMJFFWX,DB72612JMJFFWX,-,90214234,2,PDI-FGS,69,000101,08/02/2024,SPT,50,08/02/2024,,,
FG- DS FD TH-2 3P4W+50%E .75M_DB72114AXJ075X,DB72114AXJ075X,-,90213573,2,PDI-FGS,69,000101,08/02/2024,SPT,50,08/02/2024,,,
FG- VE SH S3 5000A 3P4W+50%PE .65X.65M_DB72614CMJFAFX,DB72614CMJFAFX,-,90213686,20,PDI-FGS,69,000101,08/02/2024,SPT,50,08/02/2024,,,
FG- VE TH-2 S3 5000A 3P4W+50%PE .65X.65M_DB72620CMJFAFX,DB72620CMJFAFX,-,90213692,10,PDI-FGS,69,000101,08/02/2024,SPT,50,08/02/2024,,,
FG-  VE_TS S/H S1_ DB72613CNCHAHX _L715.5X715.5.5_FAB,DB72613CXXXXXX,-,90211038,10,PDI-FGS,69,000101,08/02/2024,SPT,50,08/02/2024,,,
FG-  FD_T/B HOUSING_ DB72111AXC255X_ L2290 _FAB,DB72111AXC255X,-,90211379,6,PDI-FGS,69,000101,08/02/2024,SPT,50,08/02/2024,,,
FG_SIDE HOUSING-1 HE_DB72123BHCCACX,DB72123BHCCACX,-,90200119,3,PDI-FGS,69,000101,08/02/2024,SPT,50,08/02/2024,,,
FG-SIDE HOUSING ASSLY PIF_DB92201PBC3001,DB92201PBC3001,-,90212475,4,PDI-FGS,69,000101,08/02/2024,SPT,50,08/02/2024,,,
FG-PIF SH ASY 400A 3P4W 2.75M 2P_DB92201PAC2752,DB92201PAC2752,-,90214186,8,PDI-FGS,69,000101,08/02/2024,SPT,50,08/02/2024,,,
FG-FD SH 2000A 3P4W+50%PE 2.05M_DB72112AGJ205X,DB72112AGJ205X,-,90214243,6,PDI-FGS,69,000101,08/02/2024,SPT,50,08/02/2024,,,
FG-  FE_SUPPORT PLATE_ DB72007XNCXXXD _L710X616_FAB,DB72007XXXXXXX,-,90211028,6,PDI-FGS,69,000101,08/02/2024,SPT,50,08/02/2024,,,
FG-CEL TH2 S1 5000A 3P4W+50%PE .65X.65X.3M_DB72611JMJFFWX,DB72611JMJFFWX,-,90214233,2,PDI-FGS,69,000101,08/02/2024,SPT,50,08/02/2024,,,
FG- TS SUPPORT PLATE 5000A 3P4W+50%E 200P_DB72007XMEXXXD,DB72007XMEXXXD,-,90213654,12,PDI-FGS,69,000101,08/02/2024,SPT,50,08/02/2024,,,
FG- FE T/BH 3P4W+50%PE .3M_DB72101MXJ030X,DB72101MXJ030X,-,90213656,12,PDI-FGS,69,000101,08/02/2024,SPT,50,08/02/2024,,,
FG- DS FD TH-2 3P4W+50%PE 2.45M_DB72114AXJ245X,DB72114AXJ245X,-,90213650,2,PDI-FGS,69,000101,08/02/2024,SPT,50,08/02/2024,,,
FG- DS FE TH-1 3P4W+50%PE .25M_DB72103MXJ025X,DB72103MXJ025X,-,90213661,12,PDI-FGS,69,000101,08/02/2024,SPT,50,08/02/2024,,,
FG- DS FD TH-1 3P4W+50%PE 1.95M_DB72113AXJ195X,DB72113AXJ195X,-,90213714,2,PDI-FGS,69,000101,08/02/2024,SPT,50,08/02/2024,,,
FG-SIDE HOUSING-1 HE_DB72123BHCCAEX,DB72123BHCCAEX,-,90211999,3,PDI-FGS,69,000101,08/02/2024,SPT,50,08/02/2024,,,
FG-CEL SH2 S1 5000A 3P4W+50%PE .65X.65X.3M_DB72605JMJFFWX,DB72605JMJFFWX,-,90214227,2,PDI-FGS,69,000101,08/02/2024,SPT,50,08/02/2024,,,
FG-CEL TH1 S3 5000A 3P4W+50%PE .65X.65X.3M_DB72609JMJFFWX,DB72609JMJFFWX,-,90214231,2,PDI-FGS,69,000101,08/02/2024,SPT,50,08/02/2024,,,
FG-FD SH 2000A 3P4W+50%PE 1.35M_DB72112AGJ135X,DB72112AGJ135X,-,90214241,36,PDI-FGS,69,000101,08/02/2024,SPT,50,08/02/2024,,,
FG- DS FE TH-1 3P4W+50%PE .3M_DB72103MXJ030X,DB72103MXJ030X,-,90213662,12,PDI-FGS,69,000101,08/02/2024,SPT,50,08/02/2024,,,
FG- VE TH-1 S1 5000A 3P4W+50%PE .65X.65M_DB72616CMJFAFX,DB72616CMJFAFX,-,90213688,10,PDI-FGS,69,000101,08/02/2024,SPT,50,08/02/2024,,,
FG-  VE_TS T/H 2_ DB72619CNCHAHX _L754.1X754.1_FAB,DB72619CXXXXXX,-,90211037,5,PDI-FGS,69,000101,08/02/2024,SPT,50,08/02/2024,,,
FG_TOP/BOTTOM HOUSING FEEDER 3P4W 0.95 MTR_DB72111AXC105X,DB72111AXC105X.,-,90200042,84,PDI-FGS,69,000101,08/02/2024,SPT,50,08/02/2024,,,
FG-DS FD TH-1 3P4W+50%PE 2.05M_DB72113AXJ205X,DB72113AXJ205X,-,90214248,2,PDI-FGS,69,000101,08/02/2024,SPT,50,08/02/2024,,,
FG-DS FD TH-1 3P4W+50%PE 2.6M_DB72113AXJ260X,DB72113AXJ260X,-,90214250,4,PDI-FGS,69,000101,08/02/2024,SPT,50,08/02/2024,,,
FG- DS FD TH-2 3P4W+50%E 3M_DB72114AXJ300X,DB72114AXJ300X,-,90213652,20,PDI-FGS,69,000101,08/02/2024,SPT,50,08/02/2024,,,
FG-TOP-1 HOUSING PIF_DB72221PXC3001,DB72221PXC3001,-,90211765,6,PDI-FGS,69,000101,08/02/2024,SPT,50,08/02/2024,,,
FG-FD SH 2000A 3P4W 3M_DB72112AGJ300X,DB72112AGJ300X,-,90212356,60,PDI-FGS,69,000101,08/02/2024,SPT,50,08/02/2024,,,
FG-FD SH 2000A 3P4W .75M_DB72112AGJ075X,DB72112AGJ075X,-,90214240,6,PDI-FGS,69,000101,08/02/2024,SPT,50,08/02/2024,,,
FG- DS FD TH-1 3P4W+50%PE 2.45M_DB72113AXJ245X,DB72113AXJ245X,-,90213639,2,PDI-FGS,69,000101,08/02/2024,SPT,50,08/02/2024,,,
FG- FD SH 2000A 3P4W+50%PE 1.95M_DB72112AGJ195X,DB72112AGJ195X,-,90213711,6,PDI-FGS,69,000101,08/02/2024,SPT,50,08/02/2024,,,
FG-  FD_T/B HOUSING_ DB72111AXC140X_ L1150 _,DB72111AXC140X,-,90210905,2,PDI-FGS,69,000101,08/02/2024,SPT,50,08/02/2024,,,
FG-  FD_DS T/H 1 _  DB72113AXC140X _L1150_,DB72113AXC140X,-,90210908,2,PDI-FGS,69,000101,08/02/2024,SPT,50,08/02/2024,,,
FG-  FD_DS T/H 2 _  DB72114AXC140X _L1150_,DB72114AXC140X,-,90210909,2,PDI-FGS,69,000101,08/02/2024,SPT,50,08/02/2024,,,
FG-HEFE SH-1 2500A 3P4W .5X.3M_DB72193NHCCAWD,DB72193NHCCAWD,-,90214216,3,PDI-FGS,69,000101,08/02/2024,SPT,50,08/02/2024,,,
FG-HEFE SH-2 2500A 3P4W .5X.75M_DB72194NHCCAHD,DB72194NHCCAHD,-,90214217,3,PDI-FGS,69,000101,08/02/2024,SPT,50,08/02/2024,,,
FG-CEL SH1 S3 5000A 3P4W+50%PE .65X.65X.3M_DB72603JMJFFWX,DB72603JMJFFWX,-,90214225,2,PDI-FGS,69,000101,08/02/2024,SPT,50,08/02/2024,,,
FG-FD SH 2000A 3P4W+50%PE 1.6M_DB72112AGJ160X,DB72112AGJ160X,-,90214242,6,PDI-FGS,69,000101,08/02/2024,SPT,50,08/02/2024,,,
FG-FD SH 2000A 3P4W 2.6M_DB72112AGJ260X,DB72112AGJ260X,-,90214245,12,PDI-FGS,69,000101,08/02/2024,SPT,50,08/02/2024,,,
FG-DS FD TH-2 3P4W+50%PE 2.05M_DB72114AXJ205X,DB72114AXJ205X,-,90214253,2,PDI-FGS,69,000101,08/02/2024,SPT,50,08/02/2024,,,
FG-DS FD TH-2 3P4W+50%PE 2.6M_DB72114AXJ260X,DB72114AXJ260X,-,90214255,4,PDI-FGS,69,000101,08/02/2024,SPT,50,08/02/2024,,,
FG- FE T/BH 3P4W+50%E .25M_DB72101MXJ025X,DB72101MXJ025X,-,90213655,12,PDI-FGS,69,000101,08/02/2024,SPT,50,08/02/2024,,,
FG-  VE_TS T/H 2 S3_ DB72620CNCHAHX _L1044.1X1044.1_FAB,DB72620CXXXXXX,-,90211043,5,PDI-FGS,69,000101,08/02/2024,SPT,50,08/02/2024,,,
FG-TOP HOUSING 3 HE_DB72125BXCEACX,DB72125BXCEACX,-,90214210,2,PDI-FGS,69,000101,08/02/2024,SPT,50,08/02/2024,,,
FG-DS FD TH-1 3P4W+50%PE 2.2M_DB72113AXJ220X,DB72113AXJ220X,-,90214249,2,PDI-FGS,69,000101,08/02/2024,SPT,50,08/02/2024,,,
FG-DS FD TH-2 3P4W+50%PE 1.6M_DB72114AXJ160X,DB72114AXJ160X,-,90214252,2,PDI-FGS,69,000101,08/02/2024,SPT,50,08/02/2024,,,
FG -TOP HOUSING 3 HEFE_DB72195NXCCACX,DB72195NXCCACX,-,90212847,2,PDI-FGS,69,000101,08/02/2024,SPT,50,08/02/2024,,,
FG- FD SH 2000A 3P4W+50%PE .5M_DB72112AGJ050X,DB72112AGJ050X,-,90213621,6,PDI-FGS,69,000101,08/02/2024,SPT,50,08/02/2024,,,
FG- VE SH S1 5000A 3P4W+50%PE .65X.65M_DB72613CMJFAFX,DB72613CMJFAFX,-,90213685,20,PDI-FGS,69,000101,08/02/2024,SPT,50,08/02/2024,,,
FG- VE SH S2 5000A 3P4W+50%PE .65X.65M_DB72615CMJFAFX,DB72615CMJFAFX,-,90213687,20,PDI-FGS,69,000101,08/02/2024,SPT,50,08/02/2024,,,
FG-FD SH 2000A 3P4W+50%PE 1.9M_DB72112AGJ190X,DB72112AGJ190X,-,90214190,6,PDI-FGS,69,000101,08/02/2024,SPT,50,08/02/2024,,,
FG-CEL TH1 S2 5000A 3P4W+50%PE .65X.65X.3M_DB72607JMJFFWX,DB72607JMJFFWX,-,90214229,2,PDI-FGS,69,000101,08/02/2024,SPT,50,08/02/2024,,,
FG-CEL TH2 S2 5000A 3P4W+50%PE .65X.65X.3M_DB72610JMJFFWX,DB72610JMJFFWX,-,90214232,2,PDI-FGS,69,000101,08/02/2024,SPT,50,08/02/2024,,,
FG-  TOP HOUSING 2 HE,DB72122BXCCACX,-,90211467,2,PDI-FGS,69,000101,08/02/2024,SPT,50,08/02/2024,,,
FG_SIDE HOUSING ASSLY PIF_DB92201PAC3002,DB92201PAC3002,-,90200436,56,PDI-FGS,69,000101,08/02/2024,SPT,50,08/02/2024,,,
FG-FD T/BH 3P4W+50%E 2.8M_DB72111AXJ280X,DB72111AXJ280X,-,90214189,2,PDI-FGS,69,000101,08/02/2024,SPT,50,08/02/2024,,,
FG-HEFE SH-1 2500A 3P4W .5X.75M_DB72193NHCCAHD,DB72193NHCCAHD,-,90214215,3,PDI-FGS,69,000101,08/02/2024,SPT,50,08/02/2024,,,
FG-DS FD TH-1 3P4W+50%PE 1.6M_DB72113AXJ160X,DB72113AXJ160X,-,90214247,2,PDI-FGS,69,000101,08/02/2024,SPT,50,08/02/2024,,,
FG -TOP HOUSING 4 HEFE_DB72196NXCCACX,DB72196NXCCACX,-,90212848,2,PDI-FGS,69,000101,08/02/2024,SPT,50,08/02/2024,,,
FG- SUPPORT STRIP_DB70301XXEXXXD,DB70301XXEXXXD,-,90213653,48,PDI-FGS,69,000101,08/02/2024,SPT,50,08/02/2024,,,
FG- FD T/BH 3P4W+50%E 2M_DB72111AXJ200X,DB72111AXJ200X,-,90213709,4,PDI-FGS,69,000101,08/02/2024,SPT,50,08/02/2024,,,
FG_SUPPORT PLATE_DB72003XACXXXA,DB72003XACXXXA,-,90200432,4,PDI-FGS,69,000101,08/02/2024,SPT,50,08/02/2024,,,
FG-FD SH 400A 3P4W 1.05M_DB72112AAC105X,DB72112AAC105X,-,90214184,56,PDI-FGS,69,000101,08/02/2024,SPT,50,08/02/2024,,,
FG-HEFE TH-2 3P4W .5X.75M_DB72192NXCCAHX,DB72192NXCCAHX,-,90214213,1,PDI-FGS,69,000101,08/02/2024,SPT,50,08/02/2024,,,
FG-FD SH 2000A 3P4W+50%PE 2.8M_DB72112AGJ280X,DB72112AGJ280X,-,90214192,6,PDI-FGS,69,000101,08/02/2024,SPT,50,08/02/2024,,,
FG- DS FE TH-2 3P4W+50%PE .25M_DB72104MXJ025X,DB72104MXJ025X,-,90213664,12,PDI-FGS,69,000101,08/02/2024,SPT,50,08/02/2024,,,
FG- FD T/BH 3P4W+50%E .8M_DB72111AXJ080X,DB72111AXJ080X,-,90213614,4,PDI-FGS,69,000101,08/02/2024,SPT,50,08/02/2024,,,
FG- FE SH 2000A 3P4W .3M_DB72102MGJ030D,DB72102MGJ030D,-,90213659,36,PDI-FGS,69,000101,08/02/2024,SPT,50,08/02/2024,,,
FG- DS FD TH-1 3P4W+50%E .75M_DB72113AXJ075X,DB72113AXJ075X,-,90213562,2,PDI-FGS,69,000101,08/02/2024,SPT,50,08/02/2024,,,
FG-  VE_TS T/H 1 S2_ DB72618CNCHAHX _L207.5X207.5_FAB,DB72618CXXXXXX,-,90211039,5,PDI-FGS,69,000101,08/02/2024,SPT,50,08/02/2024,,,
FG_TOP HOUSING -1 HE_DB72121BXCCAEX,DB72121BXCCAEX,-,90200278,1,PDI-FGS,69,000101,08/02/2024,SPT,50,08/02/2024,,,
FG_TOP HOUSING-1 FE DOUBLE STACK_DB72103MXC035X,DB72103MXC035X,-,90200159,6,PDI-FGS,69,000101,08/02/2024,SPT,50,08/02/2024,,,
FG-  VE_TS SIDE HOUSING_ DB72615CNCHAHX _L461.5X461.5_FAB,DB72615CXXXXXX,-,90211041,10,PDI-FGS,69,000101,08/02/2024,SPT,50,08/02/2024,,,
PIF+G_T/H _ DB72221PXC300X _L2750_FAB.,DB72221PXC300X,-,90210490,48,PDI-FGS,69,000101,08/02/2024,SPT,50,08/02/2024,,,
FG_TOP HOUSING-2 FE DOUBLE STACK_DB72104MXC035X,DB72104MXC035X,-,90200161,6,PDI-FGS,69,000101,08/02/2024,SPT,50,08/02/2024,,,
FG- HE SH-2 2000A 3P4W+50%E .5X.5M_DB72124BGJCACX,DB72124BGJCACX,-,90213514,30,PDI-FGS,69,000101,08/02/2024,SPT,50,08/02/2024,,,
FG-  VE_TS T/H 2 S2_ DB72621CNCHAHX _L464.1X464.1_FAB,DB72621CXXXXXX,-,90211040,5,PDI-FGS,69,000101,08/02/2024,SPT,50,08/02/2024,,,
FG-  VE_TS S/H S3_ DB72614CNCHAHX _L1041.5X1041.5_FAB,DB72614CXXXXXX,-,90211044,10,PDI-FGS,69,000101,08/02/2024,SPT,50,08/02/2024,,,
FG-SIDE HOUSING-2 HE_DB72124BHCCAEX,DB72124BHCCAEX,-,90212004,3,PDI-FGS,69,000101,08/02/2024,SPT,50,08/02/2024,,,
FG-HEFE TH-4 3P4W .5X.3M_DB72196NXCCAWX,DB72196NXCCAWX,-,90214222,2,PDI-FGS,69,000101,08/02/2024,SPT,50,08/02/2024,,,
FG-CEL SH1 S2 5000A 3P4W+50%PE .65X.65X.3M_DB72601JMJFFWX,DB72601JMJFFWX,-,90214223,2,PDI-FGS,69,000101,08/02/2024,SPT,50,08/02/2024,,,
FG-FD T/BH 3P4W+50%E 1.6M_DB72111AXJ160X,DB72111AXJ160X,-,90214236,2,PDI-FGS,69,000101,08/02/2024,SPT,50,08/02/2024,,,
FG- DS FD TH-1 3P4W+50%PE .5M_DB72113AXJ050X,DB72113AXJ050X,-,90213631,2,PDI-FGS,69,000101,08/02/2024,SPT,50,08/02/2024,,,
FG_SIDE HOUSING FEEDER_DB72112AHC140X,DB72112AHC140X,-,90200703,6,PDI-FGS,69,000101,08/02/2024,SPT,50,08/02/2024,,,
FG-HEFE TH-1 3P4W .5X.3M_DB72191NXCCAWX,DB72191NXCCAWX,-,90214212,1,PDI-FGS,69,000101,08/02/2024,SPT,50,08/02/2024,,,
FG- VE TH-2 S1 5000A 3P4W+50%PE .65X.65M_DB72619CMJFAFX,DB72619CMJFAFX,-,90213691,10,PDI-FGS,69,000101,08/02/2024,SPT,50,08/02/2024,,,
FG-CER TH2 S3 6300A 3P4W .75X.75X.5M_DB72633INCHHCX,DB72633INCHHCX,-,90214208,1,PDI-FGS,69,000101,08/02/2024,SPT,50,08/02/2024,,,
FG-HEFE SH-2 2500A 3P4W .5X.3M_DB72194NHCCAWD,DB72194NHCCAWD,-,90214218,3,PDI-FGS,69,000101,08/02/2024,SPT,50,08/02/2024,,,
FG-HEFE TH-3 3P4W .5X.3M_DB72195NXCCAWX,DB72195NXCCAWX,-,90214220,2,PDI-FGS,69,000101,08/02/2024,SPT,50,08/02/2024,,,
FG-CEL TH1 S1 5000A 3P4W+50%PE .65X.65X.3M_DB72608JMJFFWX,DB72608JMJFFWX,-,90214230,2,PDI-FGS,69,000101,08/02/2024,SPT,50,08/02/2024,,,
FG-FD SH 2000A 3P4W+50%PE 2.2M_DB72112AGJ220X,DB72112AGJ220X,-,90214244,6,PDI-FGS,69,000101,08/02/2024,SPT,50,08/02/2024,,,
FG- DS FD TH-2 3P4W+50%PE .8M_DB72114AXJ080X,DB72114AXJ080X,-,90213645,4,PDI-FGS,69,000101,08/02/2024,SPT,50,08/02/2024,,,
FG- VE TH-1 S3 5000A 3P4W+50%PE .65X.65M_DB72617CMJFAFX,DB72617CMJFAFX,-,90213689,10,PDI-FGS,69,000101,08/02/2024,SPT,50,08/02/2024,,,
FG-  ACC_JOINT COVER_ DB75004XNXXXXX _L870X240_FAB,DB75004XXXXXXX,-,90211058,22,PDI-FGS,69,000101,08/02/2024,SPT,50,08/02/2024,,,
PIF+G_T/H _ DB72221PXC3002 _L2750_FAB.,DB72221PXC3002,-,90210489,42,PDI-FGS,69,000101,08/02/2024,SPT,50,08/02/2024,,,
FG-CER SH2 S3 6300A 3P4W .75X.75X.5M_DB72627INCHHCX,DB72627INCHHCX,-,90214202,1,PDI-FGS,69,000101,08/02/2024,SPT,50,08/02/2024,,,
FG-CER TH1 S2 6300A 3P4W .75X.75X.5M_DB72628INCHHCX,DB72628INCHHCX,-,90214203,1,PDI-FGS,69,000101,08/02/2024,SPT,50,08/02/2024,,,
FG-HEFE TH-3 3P4W .5X.75M_DB72195NXCCAHX,DB72195NXCCAHX,-,90214219,2,PDI-FGS,69,000101,08/02/2024,SPT,50,08/02/2024,,,
FG-CEL SH1 S1 5000A 3P4W+50%PE .65X.65X.3M_DB72602JMJFFWX,DB72602JMJFFWX,-,90214224,2,PDI-FGS,69,000101,08/02/2024,SPT,50,08/02/2024,,,
FG- HE T/BH 3P4W+50%E .5X.5M_DB72121BXJCACX,DB72121BXJCACX,-,90213512,20,PDI-FGS,69,000101,08/02/2024,SPT,50,08/02/2024,,,
FG-  SUPPORT PLATE 630A 3P4W 110P,DB72003XBCXXXA,-,90210575,2,PDI-FGS,69,000101,08/02/2024,SPT,50,08/02/2024,,,
FG-SIDE HOUSING FEEDER_DB72112ABC105X,DB72112ABC105X,-,90214185,28,PDI-FGS,69,000101,08/02/2024,SPT,50,08/02/2024,,,
FG-CEL SH2 S2 5000A 3P4W+50%PE .65X.65X.3M_DB72604JMJFFWX,DB72604JMJFFWX,-,90214226,2,PDI-FGS,69,000101,08/02/2024,SPT,50,08/02/2024,,,
FG -HEFE SH-1 2500A 3P4W .5X.5M_DB72193NHCCACD,DB72193NHCCACD,-,90212845,3,PDI-FGS,69,000101,08/02/2024,SPT,50,08/02/2024,,,
FG -TOP HOUSING 1 HEFE_DB72191NXCCACX,DB72191NXCCACX,-,90212843,1,PDI-FGS,69,000101,08/02/2024,SPT,50,08/02/2024,,,
